id_perfil;clase;lugares
YB2YAVN45EBT5EDITHHJ5B4T2I;USA only;Memphis,TN
YBZXN5IZDWLOBUMKG47TJ35FUQ;USA only;Philadelphia , PA USA
YC7NWY2FTO45IMH77Y4LUZGKEA;Non-USA;NSW Australia
YDJROEOYFKZPN6K7BF7TPAHF6U;Undetermined;none
YE6IJQSJ4DMPB5SIY3QHMDEAVA;USA only;arizona
YEBGKXNLF5XXZD7ZT5ARMFLP4Q;Non-USA;Dubai
YEL4XVJBZJYU5UJQBEO2KHPPSM;Non-USA;Australia 
YFSSBT5URGXBNPGH4S46TDBZG4;Undetermined;none
YFVLMR46KJUP4T3XXUELJNSM6A;USA only;U.S
YH2S2S4FIOPSOREI6JQ4YRGXBU;Non-USA;UK
YIATIZP6A4K77USMLTYZBCXCUY;Non-USA;Pakistan
YIKDCKK224KFOADXUVAK5HEXIQ;Undetermined;none
YJRHKTZBRXQETHJGIJWLK6F2GI;Undetermined;none
YJUENKKAU7NI7RJTTNHMIZJZEU;USA only;Illinois
YJZUPMQNI7CK67VAFX6AWJ4FWE;Non-USA;England
YKCKJSOCB3CXYJOGCRDJUCDYJA;World;Moscow - Los Angeles
YL7ATU6QRPK3WXYJHZKJB75XXY;Non-USA;Philippines
YM3PNNJ3O6R4VDSKULNI2MSMFY;Non-USA;Suffolk
YMMHZIC6D7T4IYVCRAZIY4S2VQ;World;Canada - USA
YMOSP5BXFEOZ2AIY323YY7D4QI;USA only;Concord, NC
YO3JGS74MENVC2CHVIHLATWOOA;USA only;Oklahoma
YP4VAANVP6LMDDJCBDIYCRUI4E;Undetermined;none
YQCBSHZ5GGXTKRVY3PIXXVQ3NU;Non-USA;Thailand
YQNX2YUWKXE4YBP2ZOYZINXXHQ;World;Jingshan, China - SLC, Utah
YR5SYMB2PVEDTZB7WTKRJQZP24;Non-USA;England
YRBTQMTMZ3MD2TNN6IYZKEGESA;Undetermined;none
YS3OSIX6HKQF4G5QGKAEDURWSU;USA only;Austin, Texas
YSIR2UCO5CNFT5SY4YX2IMIDRA;USA only;St. Louis
YT6F4VX5XVST6NHU2TOTPI7EMU;Non-USA;Gujarat
YTJVWJNTUONUMC4NVFHUIHWNEI;Undetermined;none
YTYXJVL6EL3KI3SW435LZJSC7I;Non-USA;Mumbai
YU6WBLWUDEYX47V6HT5ZAA2SK4;Non-USA;BC, Canada
YURG22745YODTOTYTGAVCFWR3Q;Non-USA;london
YV5NAONA3O6PXGKNIFMVNPRBDI;Undetermined;none
YVQFOIYJ7QYVC5AP5YL5MFKF3A;Non-USA;Amsterdam
YWKAF3ST4XQ3VFZ2NYDPU6LXLA;Undetermined;none
YX3PCDSJHWBJS4ZO22CNW2Z2Z4;USA only;Brooklyn NYC
YX6TWYESREQMVLCXCCQGJGWNLI;USA only;Arizona
YXWJSF37E74OVIVUVQJCAGJTHU;USA only;Monterey CA
YY2FPXYXWABV6O6EGPCA3EBWHI;USA only;Florida
YY457RS74F75HTGYZMLE3KHOCI;USA only;Arkansas
YYNBVTGA62PGX7766624BH3GOA;Non-USA;egypt 
YYNCGSNQHGSA2I7RLCE7IFHL7E;Non-USA;jordan
YYX63B2NUVL7STOWNKT6XDO3SI;Undetermined;none
YZ4JF7AVQZAU74BCHC4ODVANHY;USA only;Jefferson City TN
YZDELGVYTPLRI4GDLC7CRY2VF4;USA only;Worcester, Massachusetts
Z37LLXAYOLMHIIZUTR65P2DRD4;Non-USA;Chennai,South India
Z4VB3MCUCJC336MH67MR6OKQQ4;USA only; North California 
Z5DNLYP3TAUUZQNZ55DCZH56IM;USA only;Georgia - Pennsylvania 
Z5M5ZA4QOQFRCAKS5KI3HIR44A;Undetermined;none
Z5WQTVNDWBL6IVHGCFEXSKDUQU;Non-USA;Scotland
Z62WN6KA3LKX6ZBC534FO6ZPMM;Non-USA;Croatia, Zagreb
Z7BLEJ5ZSI5XF5PXASQUWRWQ2A;USA only;Contra Costa
Z7C4JOVE57GFJYICGAOZSQFHVE;Undetermined;none
Z7FXTQQS6HFNU3VSTJL7FNIJY4;Undetermined;none
Z7T26L7KUFMLMY4DEVBESGWBMU;USA only;Boston - Washington DC
Z7VPUAT4X67QOSHPIVUM23DNHE;USA only;Hollywood CA
ZAEN5MOX3NPPVAZIPJ3ENY4C5E;World;US - Iraq
ZAP6OBY6VELMAVZDVGVJEZ5RJ4;USA only;PHILADELPHIA, PA
ZBTM4SKXAANUZAZIDPICQHFBDM;USA only;Texas
ZD3JTHYJNUTOW2FPNYFRZAJ74Q;USA only;Florida
ZE55BC7ODVJBMCOP36U5KXR6WY;Undetermined;none
ZEJUNWJJ5OQMAWKB5NBDRSR5BE;USA only;ky
ZEZP6B2F6GOYI3CV2F5MBRPR2I;Undetermined;none
ZGAS5LILSSHEASICGNB6XNQJXA;USA only;San Jose, CA
ZGBZROCNTP26OEW44SHPF37UEU;USA only;Canada
ZGSSYSOIXYLBFZ3JWS5WB5CYTY;Undetermined;none
ZH7W5MNHQODCQQXD4T4LZUCKQQ;USA only;California
ZHVHJ33Q4D6SPMXN5AJA5CNN4U;USA only;California 
ZIRX4WNTLCGIBNU5EXFWDTMSTU;Undetermined;none
ZJDWQN2NKIPTJCGHUUZQ7WDAWQ;Non-USA;malaysia
ZJNUL2QD34NFBFHYN2M23UJUEY;USA only;illinois
ZKRFRMB2DIMM37KJRMRGVXPSIA;Non-USA;London
ZLLYCW7IWHZYXVMH6KKAWZVQQY;Undetermined;none
ZLYDFULFXZQ43NC6NGHPZMHSVI;USA only;South Carolina
ZM53ZYPJXWDT73SRFFNX2M4V64;USA only;california
ZMIRL66V2653VL5N73AU2SEU3A;USA only;New York 
ZN24QPSAG6WAFP3IUFJ7MIXZFI;Non-USA;UK
ZN3NPENRTLWHDZ6Y5AH2MS4XNY;Non-USA;Toronto
ZNBJK6XFEI3E7MOHU5MEZNJNH4;USA only;las vegas
ZNBZZK52GBMKJ6KMY4OWTDXP5Q;Non-USA;Wiltshire - Northamptonshire
ZO6QPKU25BT2VPFESUHTA56I5I;Undetermined;none
ZOHCJOK562OZCW3GFDZRKSMPDU;World;Mexico  - New York
ZOYLVFDC2TJ2XOC2BB55KTCQRI;USA only;California
ZP4UXDUWCT3LDB2NNFN4J62RUE;USA only;US 
ZPC3EVH2PYYRMNV3NAY6DAW5SI;Non-USA;kepong, Kuala Lumpur, Malaysia 
ZPLS7RPEFJJY64X7KBBH4PVQKA;Non-USA;Delhi 
ZR3E62KJZ7YHMXNGBTA4WGKEWM;Non-USA;Argentina
ZRHQRYTUN7YVDA5BH2MBEX3AQA;USA only;hawaii
ZRJ2K3KXD52EEQHLW5X6QDCK5Q;USA only;Calif
ZRXMNKBQIVS7U454G4HPVKZTDA;USA only;Houston, Texas
ZS3GMJ4LMNNJXIQYF4LFOMWCWE;USA only;New York
ZSCUCGBC4PWQ3VTDJY3LNJ5G64;USA only;Wyoming 
ZSEFSVDYZGGD4ZYEHX53HWC34M;Non-USA;PALESTINE
ZSRMNF5WSIXLGQ23PB3IRUM3IU;USA only;Athens GA
ZTCKGXXEQKTN2GXL4H4ACPHWLM;Non-USA;Montreal, Quebec (Canada)
ZTDMSYER7QH44QMAQMP2MATNXM;USA only;Virginia
ZTHSJ4C4VDO7LOFX7KL6JURRAI;Non-USA;Dominican Republic 
ZTQZCDZ2VK5BPEKG55CQ6X7FYM;USA only;HAWAII
ZU2Z7NGYE6VW52S7QESNYPOH7U;USA only;California 
ZVEO5JOTX4W3RJZGOBNJZQCMZE;USA only;Tampa Florida
ZVLND573FYQMKZ2QR3ERFNPRZE;USA only;kentucky
ZVXLU5SGFIDFKQ2BYHKZLFWSPE;USA only;Florida
ZX4TGOMME5FHV5CFCZDER3FXLY;Undetermined;none
ZX4Z3I3PPZKK6E2Z47F2C7NNBM;Undetermined;none
ZXW7G2FINZYIY5POSVR7QT5XQA;Non-USA;England 
ZZ6ADP6OXX5L3IVENXEDFLLLXA;Undetermined;none
ZZH5CEZLWAD2ISHRKUOI7NXCUE;USA only;indiana
ZZYIQ3YOFAQ4PKVPYV7WSRUYNA;Undetermined;none
